Item Name	Base price	Crafting price	Price adjustment	Source	Attunement?	HoTC Rarity	Shoppable	Craftable	Ban reason	Available in shop	Total Weight	Manual Weight	Base	Priced Weight	
Pathfinder's Axe	"1,500"	750		PA	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Pearl Of Power	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Periapt Of Health	"5,000"	2500		DMG	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Periapt Of Proof Against Poison	"10,000"	5000		DMG	No	Gold	Yes	Yes		FALSE	110	0	10	100	
Periapt Of Wound Closure	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Piercer	"2,000"	1000		AI	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Pipes Of Haunting	"6,000"	3000		DMG	No	Silver	Yes	Yes		TRUE	57	0	15	42	
Pipes Of The Sewers	"2,000"	1000		DMG	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Pirate's Cutlass	1200	600		XMtS	No	Silver	No	Yes		FALSE	107	0	15	92	
Piwafwi (Cloak Of Elvenkind)	"4,000"	2000		OA	Yes	Silver	Yes	Yes		TRUE	78	0	15	63	
Piwafwi Of Fire Resistance	"7,000"	3500		OA	Yes	Silver	Yes	Yes		TRUE	46	0	15	31	
Planar Key	"3,600"	1800		AFR: HP	No	Silver	Yes	Yes		TRUE	82	0	15	67	
Planecaller's Codex	"6,000"	3000		TCE	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Portable Hole	"8,000"	4000		DMG	No	Silver	Yes	Yes		TRUE	36	0	15	21	
Potion Of Clairvoyance	960	480		DMG	No	Silver	Yes	Yes		TRUE	110	0	15	95	
Potion Of Giant Strength (Hill)	"1,000"	500		DMG	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Potion of Healing (Superior)	"2,000"	1000		DMG	No	Silver	Yes	Yes		TRUE	1500	1500	15	84	
Potion Of Invisibility	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Potion Of Invulnerability	"3,840"	1920		DMG	No	Silver	Yes	Yes		TRUE	79	0	15	64	
Potion Of Mind Control (Humanoid)	"5,000"	2500		TYP	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Prismari Primer	"8,000"	4000		SCC	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Professor Orb	"8,000"	4000		DMM	No	Silver	Yes	Yes		TRUE	36	0	15	21	
Protective Verses	"3,500"	1750		TCE	Yes	Silver	Yes	Yes		TRUE	83	0	15	68	
Psi Crystal	"7,000"	3500		IDRotF	Yes	Silver	Yes	Yes		TRUE	46	0	15	31	
Pyroconverger	"1,500"	750		GGR	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Quaals Feather Token (Bird)	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Quaals Feather Token (Swan Boat)	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Quaals Feather Token (Tree)	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Quandrix Primer	"8,000"	4000		SCC	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Quiver Of Ehlonna	"1,000"	500		DMG	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Radiance	"7,500"	3750		CM	Yes	Silver	Yes	Yes		TRUE	41	0	15	26	
Reszur	"1,200"	600		PA	No	Silver	Yes	Yes		TRUE	107	0	15	92	
Ring Of Animal Influence	"4,000"	2000		DMG	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Ring Of Evasion	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Ring Of Feather Falling	"2,000"	1000		DMG	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Ring Of Jumping	"2,500"	1250		DMG	Yes	Silver	Yes	Yes		TRUE	93	0	15	78	
Ring Of Protection	"3,500"	1750		DMG	Yes	Silver	Yes	Yes		TRUE	83	0	15	68	
Ring Of Resistance	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Ring Of Swimming	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Ring of Temporal Salvation	"1,000"	500		EGW	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Ring Of The Ram	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Ring Of Truth Telling	"1,000"	500		WDH	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Ring Of Warmth	"1,000"	500		DMG	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Ring Of Water Walking	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Ring Of X-Ray Vision	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Robe Of Useful Items	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Rod Of The Vonindod	"1,000"	500		SKT	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Rope Of Climbing	"2,000"	1000		DMG	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Rope Of Entanglement	"4,000"	2000		DMG	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Ruby Of The War Mage	"1,000"	500		XGE	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Saddle Of The Cavalier	"2,000"	1000		DMG	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Scaled Ornament (Slumbering - upgradeable)	"1,800"	900		FTD	Yes	Silver	No	Yes		FALSE	101	0	15	86	
Scorpion Armor	"2,800"	1400		ToA	Yes	Silver	No	No	"Cursed item, dangerous curse"	FALSE	90	0	15	75	
Sending Stones	"2,000"	1000		DMG	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Serpent's Fang	"4,000"	2000		CM	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Shadowfell Brand Tattoo	"2,000"	1000		TCE	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Shadowfell Shard	"4,000"	2000		TCE	Yes	Silver	Yes	Yes		TRUE	78	0	15	63	
Shatterspike (longsword)	"1,500"	750		TYP	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Shield Of Missile Attraction	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
"Shield, +1"	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Shiftweave	800	400		ERLW	No	Silver	Yes	Yes		TRUE	111	0	15	96	
Silverquill Primer	"8,000"	4000		SCC	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Siren Song Lyre	600	300		MOoT	Yes	Silver	Yes	Yes		TRUE	113	0	15	98	
Skyblinder Staff	"2,000"	1000		GGR	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Slippers Of Spider Climbing	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Sovereign Glue	400	200		DMG	No	Silver	Yes	Yes		TRUE	115	0	15	100	
Spell Scroll (Level 5)	640	-		DMG	No	Silver	Yes	Yes		TRUE	60	60	15	98	
Spellwrought Tattoo (2nd level)	600	300		TCE	No	Silver	Yes	Yes		TRUE	113	0	15	98	
Spellwrought Tattoo (3rd level)	"1,000"	500		TCE	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Spellwrought Tattoo (4th level)	"1,600"	800		TCE	No	Silver	Yes	Yes		TRUE	103	0	15	88	
Spellwrought Tattoo (5th level)	"3,200"	1600		TCE	No	Silver	Yes	Yes		TRUE	86	0	15	71	
Spider Staff	"5,000"	2500		LMP	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Spies' Murmur	"3,000"	1500		GGR	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Staff Of The Adder	"1,800"	900		DMG	Yes	Silver	Yes	Yes		TRUE	101	0	15	86	
Staff of the Ivory Claw	"6,000"	3000		EGW	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Staff Of Withering	"3,000"	1500		DMG	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Stone Of Good Luck (Luckstone)	"4,200"	2100		DMG	Yes	Silver	Yes	Yes		TRUE	76	0	15	61	
Stone Of Ill Luck	"1,100"	550		TFtyP	Yes	Silver	No	No	Cursed item	FALSE	108	0	15	93	
Stonespeaker Crystal	"1,000"	500		OA	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Sword Of Life Stealing (any sword)	"1,000"	500		DMG	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Sword of the Crusader (aka Lost Sword)	"3,000"	1500		CoS	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Sword of Vengeance	"1,000"	500		DMG	Yes	Silver	No	No	Cursed item	FALSE	109	0	15	94	
Sword Of Wounding (any sword)	"2,000"	1000		DMG	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Tentacle Rod	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Treebane	"4,000"	2000		CS	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Trident Of Fish Command	800	400		DMG	Yes	Silver	Yes	Yes		TRUE	111	0	15	96	
Unbreakable Arrow	600	300		XGE	No	Silver	Yes	Yes		TRUE	113	0	15	98	
Vanrak's Mithral Shirt (Attunment)	"3,000"	1500	Cost of armor	WDMM	Yes	Silver	Yes	Yes	Attunment added to the item	TRUE	88	0	15	73	
Ventilating Lungs	"2,000"	1000		EBR	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Vial of Thought Capture	"2,500"	1250		GGR: ZT	No	Silver	Yes	Yes		TRUE	93	0	15	78	
Vox Seeker	550	275		EGW	No	Silver	Yes	Yes		TRUE	114	0	15	99	
Wand Of Enemy Detection	"4,000"	2000		DMG	Yes	Silver	Yes	Yes		TRUE	78	0	15	63	
Wand Of Entangle	"8,000"	4000		TYP	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Wand Of Magic Detection	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Wand Of Magic Missiles	"8,000"	4000		DMG	No	Silver	Yes	Yes		TRUE	36	0	15	21	
Wand Of Secrets	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Wand Of The War Mage +1	"3,000"	1500		DMG	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Wand Of Web	"8,000"	4000		DMG	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Wand Of Winter	"3,000"	1500		HDQ	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Wand Of Wonder	"2,000"	1000		DMG	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
"Weapon, +1"	"1,000"	500		DMG	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Weird Tank	"3,000"	1500		PA	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Wind Fan	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Winged Boots	"8,000"	4000		DMG	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Wings Of Flying	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Witherbloom Primer	"8,000"	4000		SCC	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Woodcutter's Axe	"1,500"	750		WBW	No	Silver	Yes	Yes		TRUE	104	0	15	89	
